time_index,filename,mean_density,std_density,min_density,max_density,p01_density,p05_density,p50_density,p95_density,p99_density,p997_density,p999_density,mean_log_density,std_log_density,skew_log_density,kurtosis_log_density
0,0000.dat,9.4853811586097,0.431775245815834,7.98443365097046,13.8433084487915,8.62763595581055,8.84880881309509,9.45035743713379,10.2454437732697,10.7254946994781,11.1083346633911,11.4782102308274,0.976612639437256,0.0195193125396128,0.52085492652544,4.03826295656077
1,0001.dat,9.48304778790134,0.432833284887234,7.98098134994507,13.7292785644531,8.62342849731445,8.84498987197876,9.44785737991333,10.2449568748474,10.7267078304291,11.108637295723,11.479279045105,0.976503425361857,0.019571259542667,0.520860687568258,4.03644328658623
2,0002.dat,9.48071958980904,0.433884506165632,7.97755432128906,13.7475242614746,8.61927277565002,8.84132690429687,9.44536113739014,10.2447932720184,10.727472114563,11.1099204359055,11.4817906322479,0.976394428661408,0.0196229228106395,0.520853160958286,4.03438940166734
3,0003.dat,9.47840584708183,0.43492150389086,7.9741678237915,13.7562923431396,8.61513764381409,8.83743476867676,9.44288730621338,10.2444326877594,10.7281503295898,11.1109886655808,11.4832052679062,0.97628608992505,0.0196739860371217,0.520763322674714,4.03179269133678
4,0004.dat,9.47617565848918,0.435915112016882,7.97092342376709,13.7569093704224,8.61107119560242,8.83376364707947,9.44048166275024,10.2438621520996,10.7289213466644,11.1123519392014,11.4853631229401,0.976181643531781,0.0197229900636038,0.520620197379107,4.02890944093216
5,0005.dat,9.47401408535757,0.436871810540774,7.96779727935791,13.7588768005371,8.60718742370605,8.83012208938599,9.43822765350342,10.2431143760681,10.7295226287842,11.1140200948715,11.4860245141983,0.976080393326733,0.0197702569551543,0.520413197614608,4.025774470663
6,0006.dat,9.47188355024446,0.437806673281737,7.96474027633667,13.8390016555786,8.60330351829529,8.82659635543823,9.4359769821167,10.2427147865295,10.7304314994812,11.1157583904266,11.4853953037262,0.975980584585252,0.0198165324964392,0.520150728657262,4.02235136192379
7,0007.dat,9.46979463712728,0.438717103424966,7.96176338195801,13.8900966644287,8.59949897766113,8.82322406768799,9.43377590179443,10.2421812534332,10.7306913280487,11.1179859857559,11.4884158754349,0.975882710729427,0.0198616681557098,0.51984851739449,4.01887266416853
8,0008.dat,9.46778144907262,0.439589594991309,7.95891332626343,13.9094038009644,8.59603889465332,8.81990103721619,9.43161201477051,10.2419170856476,10.7309993267059,11.118709066391,11.488877067566,0.975788369180943,0.0199049841368477,0.519517248132289,4.01538087897749
9,0009.dat,9.46581295133365,0.440436411162119,7.95614099502563,13.9128093719482,8.59251643180847,8.81681537628174,9.42952251434326,10.241320514679,10.7320312023163,11.1207523670197,11.491656367302,0.97569611042292,0.019947091336398,0.51915750195106,4.0118191434861
10,0010.dat,9.46385179143886,0.44127282917316,7.95339965820312,13.8996286392212,8.58907127380371,8.81382527351379,9.42745161056519,10.2406477451324,10.7329601383209,11.1221318120956,11.4928665313721,0.975604186470903,0.0199887538893502,0.518758140981617,4.00818705602085
11,0011.dat,9.4618805751345,0.442108901889562,7.9506630897522,13.8802728652954,8.58561899185181,8.81057167053223,9.42541265487671,10.240113401413,10.7333132362366,11.1226517839432,11.4930934410096,0.975511776596879,0.0200304573688357,0.518321779368001,4.00437982698556
12,0012.dat,9.45990974549341,0.44294053198755,7.94794607162476,13.8469305038452,8.58218961715698,8.80754871368408,9.42330169677734,10.2396091938019,10.7339127826691,11.1231888990402,11.4950403356553,0.975419369979634,0.0200719822966312,0.517876855490584,4.00056868681361
13,0013.dat,9.45799695909477,0.443744551469097,7.9453239440918,13.7840089797974,8.57886563301086,8.8045693397522,9.42125511169434,10.2391760349274,10.7350796890259,11.1239967670441,11.49475527668,0.975329668486596,0.0201121695157926,0.517426278880487,3.99686115002047
14,0014.dat,9.45612736072394,0.444527368645919,7.94277477264404,13.7975721359253,8.57570601463318,8.80166721343994,9.41925573348999,10.238957118988,10.7356409549713,11.1243420705795,11.4932541770936,0.975241977275876,0.0201513261567164,0.51698965960969,3.99328531388682
15,0015.dat,9.4542740657871,0.445300575390346,7.94025993347168,13.8143520355225,8.57251268386841,8.79875330924988,9.41727924346924,10.2385195732117,10.7365789031982,11.1250548238754,11.4923097896576,0.975155035801039,0.0201900264674817,0.516566493421867,3.9898213903617
16,0016.dat,9.45244850212248,0.44606075774902,7.9378023147583,13.8810796737671,8.56911947250366,8.79578409194946,9.4153528213501,10.2381439208984,10.7371195220947,11.1256324081421,11.4933256368638,0.975069378090072,0.0202280915363339,0.516158774543308,3.98651902426012
17,0017.dat,9.45067118584507,0.446800813998049,7.93542051315308,13.9541931152344,8.56604579925537,8.79291915893555,9.41342687606812,10.2377087593079,10.7373702812195,11.1264107446671,11.4965660142899,0.974985965417806,0.0202651441850432,0.515797841871636,3.98346889551646
18,0018.dat,9.44892301925938,0.447529782929962,7.93308687210083,14.0133113861084,8.56311757087708,8.79008660316467,9.41158676147461,10.237375164032,10.7377952384949,11.1270047931672,11.4943087921143,0.974903900166,0.0203016391332668,0.515461363392495,3.98058793301125
19,0019.dat,9.44716327886454,0.448262438218025,7.93063688278198,14.0607986450195,8.56018210411072,8.78729448318482,9.40967750549316,10.237008523941,10.7387403011322,11.127857003212,11.4957570505143,0.974821275647883,0.0203383252177093,0.515145830703978,3.97782893716041
20,0020.dat,9.44539368686537,0.448996949718055,7.92814016342163,14.0974016189575,8.55732298851013,8.78446345329285,9.40781497955322,10.2366013050079,10.7393201160431,11.1288672552109,11.495729013443,0.974738174473009,0.0203751256774274,0.514834345362704,3.97512513239057
21,0021.dat,9.44366478772781,0.449714263544527,7.92570781707764,14.1152839660645,8.55429907798767,8.7816840171814,9.40602874755859,10.2360457420349,10.7399229335785,11.1313529949188,11.4969322443008,0.97465696684687,0.0204110691956051,0.514547415413684,3.97259548089979
22,0022.dat,9.44195318477819,0.450422389434824,7.92330551147461,14.1139860153198,8.55149514198303,8.77902007102966,9.40414381027222,10.2353422641754,10.7398981571198,11.1325980615616,11.4980073776245,0.974576558145254,0.0204465717525302,0.514269556880445,3.97014269193675
23,0023.dat,9.44025957557847,0.451121772366003,7.92093324661255,14.1016941070557,8.54841376304627,8.77638583183289,9.40233659744263,10.2347473621368,10.7401566410065,11.1327272071838,11.4995616922379,0.974496980047833,0.0204816540219557,0.513995986352154,3.96773690951703
24,0024.dat,9.43857581581779,0.451815429517238,7.91858100891113,14.0798606872559,8.54568537712097,8.77385339736938,9.40059185028076,10.2345180511475,10.7405762481689,11.1339540967941,11.5000288324356,0.97441785088217,0.0205164741099299,0.51371611449969,3.9653030291196
25,0025.dat,9.43687863441869,0.452513072220429,7.91621494293213,14.0505046844482,8.54285057067871,8.77106347084045,9.3988037109375,10.2341449737549,10.7401938152313,11.1346517057419,11.5001934432984,0.974338076895567,0.0205515127401724,0.513438655196268,3.9628302314964
26,0026.dat,9.43520275766696,0.453201608736892,7.91388511657715,14.0145149230957,8.53995439529419,8.76841945648193,9.39701366424561,10.2338966846466,10.7404117012024,11.1345243940353,11.5008426456452,0.974259287787372,0.0205861108149105,0.513158794713311,3.96036200440711
27,0027.dat,9.43354314306362,0.453881694886391,7.91158533096313,13.9994354248047,8.53715397834778,8.76585059165955,9.39528608322144,10.2333927631378,10.7403344345093,11.1359030647278,11.4997446184159,0.974181250065933,0.0206203097292852,0.512875306374632,3.95783448195554
28,0028.dat,9.43188709650303,0.454558869265011,7.90929126739502,14.0162744522095,8.53426935195923,8.76311926841736,9.39349365234375,10.2328164100647,10.7410159015656,11.13688904953,11.5016361122132,0.974103366009152,0.0206543985745773,0.512561662327597,3.95514474780681
29,0029.dat,9.4302128644822,0.455242478683922,7.90697860717773,14.013500213623,8.5313640499115,8.76046953201294,9.39169073104858,10.2322077274323,10.7418007564545,11.1380707340241,11.5029093313217,0.974024611920561,0.0206888283036506,0.512246257346226,3.95239650030159
30,0030.dat,9.42852738154284,0.45593015833354,7.90465259552002,13.9754104614258,8.52844006538391,8.75768628120422,9.38994455337524,10.2314668655396,10.7423072052002,11.138041765213,11.5036821174622,0.973945312404356,0.0207234815899757,0.51192286386353,3.94956747825515
31,0031.dat,9.42683235110462,0.45661984784761,7.90232133865356,14.0064373016357,8.52560568809509,8.75511422157288,9.38818359375,10.230988407135,10.7429032230377,11.1392109594346,11.5031852416993,0.973865550280026,0.0207582612966279,0.511594191031564,3.94666766142535
32,0032.dat,9.42516108356131,0.457298777899433,7.90002775192261,14.0330333709717,8.52290020942688,8.75237421989441,9.38641166687012,10.2304673194885,10.7437004375458,11.1407328710556,11.5037822694779,0.973786891673924,0.020792515050392,0.511273388034569,3.94380025683413
33,0033.dat,9.42348963232575,0.457976001671494,7.89774227142334,14.0375728607178,8.52017563819885,8.74964385032654,9.38461875915527,10.2297734260559,10.7436131668091,11.1425449581146,11.5032256383896,0.973708211314167,0.020826704787458,0.510952840168497,3.94091117392154
34,0034.dat,9.42178738905181,0.458664162150479,7.89542198181152,14.114013671875,8.51726588249207,8.74700927734375,9.38280725479126,10.2292770862579,10.744387845993,11.1436935567856,11.5056857404709,0.973628067409673,0.0208614669137642,0.510628412459343,3.93794199715626
35,0035.dat,9.42004995478101,0.459364143676697,7.89306116104126,14.1751766204834,8.51421124458313,8.74429755210877,9.38091850280762,10.228915977478,10.7450189399719,11.1447299232483,11.5070996551515,0.973546253776409,0.0208968525255115,0.510296470645449,3.93492904980545
36,0036.dat,9.41835893108964,0.46004622321093,7.89076662063599,14.2211656570435,8.51134253501892,8.74169211387634,9.37913703918457,10.228404378891,10.7450125026703,11.1457888202667,11.5089163656235,0.97346660675178,0.0209313249287346,0.510002675616392,3.93211274871898
37,0037.dat,9.41671121839113,0.460711642256385,7.88853693008423,14.2528667449951,8.50850636482239,8.73894457817078,9.37739324569702,10.227957868576,10.7452656364441,11.1471454095841,11.5083587312699,0.973388981764163,0.0209649451656669,0.509746744973319,3.92951814015408
38,0038.dat,9.41506476407471,0.461375359005242,7.88631534576416,14.2760982513428,8.50579979896545,8.73630905151367,9.37564611434937,10.2275774478912,10.7455060195923,11.1484710330963,11.510126771927,0.973311402570803,0.0209984868673198,0.509507774375879,3.92707177343665
39,0039.dat,9.41338964766533,0.462049074713691,7.88406324386597,14.2967319488525,8.50295639038086,8.73361120223999,9.37384271621704,10.2272441864014,10.746047000885,11.1495163984299,11.5092009220123,0.973232459875868,0.0210325392488569,0.509291160372246,3.92470630562664
40,0040.dat,9.41173284640081,0.4627154109419,7.88184118270874,14.31090259552,8.50026233673096,8.73106150627136,9.37213611602783,10.2268002986908,10.7461942958832,11.1490333833694,11.51169003582,0.973154364226679,0.0210662112209967,0.509108461662693,3.92257168248308
41,0041.dat,9.41008232596846,0.463379344221779,7.87963151931763,14.3205509185791,8.49727537155151,8.72854442596435,9.37043046951294,10.2262486457825,10.7464012050629,11.1501033973694,11.5137050361633,0.973076548070257,0.0210997639098574,0.508940400583701,3.92052319884173
42,0042.dat,9.40845081930729,0.464037143869127,7.87745141983032,14.3203725814819,8.49437764167786,8.72592363357544,9.36877012252808,10.2256941318512,10.7472145748138,11.1514800138474,11.5158535556793,0.972999609569768,0.0211329843574779,0.508815627388884,3.91875199837033
43,0043.dat,9.40679234961181,0.464703764795175,7.875244140625,14.3117303848267,8.4915776348114,8.72325239181519,9.36703777313232,10.2250105857849,10.7479676628113,11.1518741264343,11.5162359457017,0.97292138776258,0.0211666652638648,0.508701306666627,3.91701947693287
44,0044.dat,9.40512228868783,0.465374485679058,7.87302923202515,14.3452053070068,8.48878196716309,8.72075757980347,9.36529207229614,10.2248034000397,10.7487921047211,11.1527857084274,11.5184708156586,0.972842603849338,0.0212005605893581,0.508597774631936,3.9153445830133
45,0045.dat,9.40350691564322,0.466024939070993,7.87089204788208,14.3709726333618,8.48615126609802,8.71815490722656,9.36357879638672,10.2244280815124,10.7494372367859,11.1535206165314,11.5205937347413,0.972766380442661,0.0212334168274258,0.508525068664681,3.91385091509007
46,0046.dat,9.40190003301927,0.466671875238567,7.86877059936523,14.3920459747314,8.48340941429138,8.71558909416199,9.36184597015381,10.2239140510559,10.7498157119751,11.1545576753617,11.5207610435486,0.97269054254163,0.0212660944625991,0.508472821612132,3.91246146808981
47,0047.dat,9.40026166543475,0.467330266146925,7.86661529541016,14.4105281829834,8.48060804367065,8.71298122406006,9.3602089881897,10.2234781265259,10.7499144458771,11.1550744943619,11.5215924301148,0.972613205609069,0.0212993570535336,0.508439112112928,3.91110497748441
48,0048.dat,9.39864957285567,0.467977650280494,7.86450004577637,14.3770532608032,8.47784042358398,8.71039581298828,9.35853052139282,10.223072052002,10.7501965236664,11.155197924614,11.5222435703278,0.972537094286921,0.0213320688435555,0.508416954968531,3.90986654445665
49,0049.dat,9.39702186174554,0.468630288649895,7.86237049102783,14.3495349884033,8.47519732475281,8.70777945518494,9.35676383972168,10.2225828170776,10.750285615921,11.1562035388947,11.5230394563675,0.972460231964824,0.0213650574930948,0.508403734239699,3.90860653407617
50,0050.dat,9.39540957508507,0.469276526524022,7.86026525497437,14.3268604278564,8.47254137992859,8.70528855323792,9.35507106781006,10.2221964836121,10.750731048584,11.1583798398972,11.5241232700348,0.972384082786408,0.0213977285613456,0.508400432242899,3.9073731051906
51,0051.dat,9.39382006655865,0.469913575161804,7.85819530487061,14.3074960708618,8.46997698783874,8.70289516448975,9.35340452194214,10.2217552661896,10.7513240909576,11.1592253170013,11.5260415277481,0.972308994537822,0.021429932142485,0.508419168925791,3.90626553105576
52,0052.dat,9.39223155988043,0.470549116016699,7.85613298416138,14.2959280014038,8.46725656509399,8.70044665336609,9.35174703598022,10.22130651474,10.7520812511444,11.1625161046982,11.5274208993912,0.972233940932066,0.0214620702300981,0.508445901846968,3.90521150101376
53,0053.dat,9.39066803011565,0.471172677156718,7.8541088104248,14.3216705322266,8.46478666305542,8.69818305969238,9.35011053085327,10.2208700180054,10.7526358985901,11.164403336525,11.5300436124802,0.972160057065344,0.0214936190210448,0.508478906973499,3.90420246885993
54,0054.dat,9.38909037394956,0.471799524576112,7.85206985473633,14.3432035446167,8.46207110404968,8.69575309753418,9.34842729568481,10.2204112052917,10.7533683681488,11.166463215828,11.5309417152405,0.972085495775536,0.0215253605951271,0.508504346060151,3.90318043579831
55,0055.dat,9.38747204517108,0.47244130890431,7.84998655319214,14.3625631332397,8.45937921524048,8.6931848526001,9.34670877456665,10.2200702190399,10.7532793998718,11.1679949960709,11.5310488996506,0.972008999283453,0.0215578764582467,0.50852863889174,3.90210458496852
56,0056.dat,9.38585154601924,0.473083815736702,7.84790563583374,14.380295753479,8.4567356300354,8.69077701568603,9.34500455856323,10.2195743083954,10.7536305236816,11.1699799022675,11.5324556283951,0.971932384589374,0.0215904394913669,0.508551987566953,3.90105459231
57,0057.dat,9.38423741465635,0.47372180106339,7.84583950042725,14.4076414108276,8.45406971931457,8.68824596405029,9.34331750869751,10.2191295623779,10.7537263011932,11.1714464902878,11.5316820058823,0.971856059616013,0.0216227949038334,0.508574855601075,3.89999701016322
58,0058.dat,9.38264353331397,0.474350014456823,7.84380578994751,14.4306316375732,8.45140460968017,8.68586444854736,9.34163618087769,10.2184655189514,10.7540952205658,11.172483956337,11.532655617714,0.971780680569657,0.0216546776040804,0.508590978946699,3.89895808866818
59,0059.dat,9.38103354194027,0.474982314585673,7.84175968170166,14.4509305953979,8.4488592338562,8.68333868980408,9.33997631072998,10.2179049491882,10.7541118049622,11.1739678249359,11.5347467861176,0.971704529240375,0.0216867874209741,0.508611920735206,3.89793840590974
60,0060.dat,9.37942899852578,0.475610775542476,7.83956623077393,14.4687366485596,8.44608359336853,8.68092589378357,9.33828544616699,10.2171935081482,10.7542899703979,11.1753079748154,11.5358170728684,0.971628623588989,0.0217187288663347,0.50861995553691,3.89688804559404
61,0061.dat,9.37779788026523,0.476248158946016,7.83729267120361,14.4849443435669,8.44316389083862,8.67837958335877,9.33652257919312,10.2168113231659,10.7551249694824,11.1761589946747,11.5379260978699,0.971551447964558,0.0217511481214686,0.508618278970758,3.8957733647488
62,0062.dat,9.37620957746776,0.47686803434764,7.83508491516113,14.4980964660645,8.44049945831299,8.67585277557373,9.33482217788696,10.216344833374,10.7550449466705,11.1762480936051,11.5387770252228,0.971476284639113,0.021782684578851,0.508626915945937,3.89474356689923
63,0063.dat,9.37461946997746,0.477486022411577,7.83288288116455,14.5083684921265,8.43790061950684,8.67338519096375,9.33315515518188,10.2157330036163,10.7550109386444,11.17627658844,11.5408286504746,0.971401026173722,0.0218141598860702,0.50861852424277,3.89363056004663
64,0064.dat,9.37302099773615,0.478104977388688,7.83067560195923,14.5166082382202,8.43514070510864,8.67096614837646,9.33142757415771,10.2153570652008,10.755669927597,11.1773405237198,11.5427879266739,0.971325361203592,0.0218457194490554,0.508589241167364,3.89244876141401
65,0065.dat,9.37143440610134,0.478717075608922,7.82843112945557,14.5230693817139,8.43243410110474,8.66848468780518,9.329665184021,10.2147650241852,10.7553122806549,11.1776315574646,11.5431538190842,0.971250248190723,0.0218769612482094,0.508544811557146,3.89122817059231
66,0066.dat,9.36983288429269,0.479332696911363,7.82609605789185,14.4749870300293,8.42969137191773,8.66599569320679,9.32795095443726,10.2143110752106,10.7552375030518,11.1773787927628,11.5455296344757,0.971174417700048,0.0219084159779303,0.508482652982579,3.88993080728777
67,0067.dat,9.36826515655139,0.47993485487508,7.82381057739258,14.4378719329834,8.42715027809143,8.66358470916748,9.3263373374939,10.2137922763824,10.7551302623749,11.1780911197663,11.5486131868362,0.971100173194511,0.0219392006406254,0.5084122100093,3.88863253230465
68,0068.dat,9.36669836287979,0.480535144744894,7.82153129577637,14.4072275161743,8.42468047142029,8.66111521720886,9.32472229003906,10.2134078502655,10.7551022624969,11.177886179924,11.5521886720657,0.971025961587812,0.0219699071466602,0.508344009352226,3.88733206655352
69,0069.dat,9.3651182281219,0.4811388056287,7.81923627853394,14.381308555603,8.42212488174438,8.65872888565064,9.32304763793945,10.2130975723267,10.7552479362488,11.1789756593704,11.5529192438126,0.970951106781273,0.0220008140986485,0.508262157179712,3.88596057938404
70,0070.dat,9.36354893034081,0.481735426582188,7.81695652008057,14.3591346740723,8.41963150978088,8.65633020401001,9.32143354415894,10.2126419067383,10.7554137420654,11.1792495107651,11.5553112678528,0.970876756728802,0.022031399010034,0.508161998721576,3.88453531180822
71,0071.dat,9.36199629811927,0.482323560870672,7.81470394134521,14.3471441268921,8.41717206001282,8.65401892662048,9.31978845596313,10.2120871067047,10.7553884220123,11.1794830217362,11.5581899623871,0.970803186117049,0.0220615851750214,0.508040066133154,3.88303864942589
72,0072.dat,9.36041707170989,0.482919400212211,7.81241798400879,14.3548078536987,8.41455089569092,8.65153512954712,9.31815576553345,10.2114552497864,10.7552680778503,11.1790324478149,11.5608624296188,0.970728345793596,0.022092194460982,0.507911450627727,3.88146900029691
73,0073.dat,9.35882018515417,0.483519534246745,7.81011009216309,14.3584146499634,8.41196441650391,8.6490364074707,9.31645011901855,10.2109793663025,10.7549327373505,11.1788766565323,11.5600643615723,0.970652658615799,0.0221230528011888,0.507774595711906,3.87987476046532
74,0074.dat,9.35722941176255,0.484115725187284,7.80781555175781,14.3580474853516,8.40938190460205,8.64654159545898,9.31482982635498,10.2106555461884,10.7547547531128,11.1793904829025,11.5602619028092,0.970577249699391,0.0221537290387913,0.507637441418646,3.87828580063617
75,0075.dat,9.35564749587502,0.484706928258052,7.8055362701416,14.3541088104248,8.40682499885559,8.64406871795654,9.31316328048706,10.2101287841797,10.754724407196,11.180159234047,11.5614207010269,0.970502249215083,0.0221841747087481,0.507491156695452,3.87667595576822
76,0076.dat,9.3540701008958,0.485294149583681,7.80326414108276,14.3468599319458,8.40436888694763,8.64167361259461,9.31138706207275,10.2095916748047,10.7547558403015,11.1804363136292,11.5600138874054,0.970427453232283,0.0222144442906025,0.50733818773298,3.87502271554383
77,0077.dat,9.35250361165868,0.485877646075157,7.8010106086731,14.3364276885986,8.40190029144287,8.63926248550415,9.30981111526489,10.2092761039734,10.7551937961578,11.1813141260147,11.5642035770417,0.970353158630103,0.0222445322864352,0.507181868215882,3.87334016489617
78,0078.dat,9.35090167508815,0.486473162642662,7.79871082305908,14.321590423584,8.39917426109314,8.63685894012451,9.30816316604614,10.2087281703949,10.7546727752686,11.1814567613602,11.5665792160035,0.970277170048956,0.022275264978184,0.50701092327107,3.87154121668503
79,0079.dat,9.34933056570526,0.487056335879176,7.79646015167236,14.3030271530151,8.39644435882568,8.63438701629639,9.306565284729,10.2082972049713,10.754558506012,11.1816870126724,11.5684819126129,0.970202631006857,0.0223053704049882,0.506852481500947,3.86980957450192
80,0080.dat,9.34777259453585,0.48763426635674,7.79423093795776,14.2802801132202,8.39375557899475,8.63203387260437,9.30489587783813,10.2077183246613,10.7544431114197,11.1821975297928,11.5679614019394,0.970128701399062,0.0223352182113705,0.506693980422892,3.86806404565755
81,0081.dat,9.34619498961138,0.488218262032887,7.79197597503662,14.2520742416382,8.39098406791687,8.62961483001709,9.30313110351562,10.2070130348206,10.7549275779724,11.1830345544815,11.5687857160568,0.970053827953091,0.0223653998321307,0.506529165971566,3.86625773779768
82,0082.dat,9.34463965223813,0.488792380341618,7.78975677490234,14.2627382278442,8.38836484909057,8.62727694511414,9.30150413513184,10.2064455986023,10.7551445484161,11.183693142891,11.5699643964768,0.969980000348324,0.022395094934464,0.506360672034516,3.86444818929073
83,0083.dat,9.34307593102358,0.48936887449679,7.78752994537354,14.2869091033936,8.3857923412323,8.62490801811218,9.29996633529663,10.2058257102966,10.7559155845642,11.183362903595,11.5737238769531,0.969905761680727,0.0224249296597221,0.506187604979485,3.86259891986086
84,0084.dat,9.34150981599373,0.48994495290292,7.78530406951904,14.3068542480469,8.38323802947998,8.62258486747742,9.2982702255249,10.2053793907166,10.7562993335724,11.1850072393418,11.5753541002274,0.969831397630792,0.0224547614900944,0.506013682399482,3.86073277608518
85,0085.dat,9.3399239056871,0.490528353867846,7.78305244445801,14.3235702514648,8.38052858352661,8.62022366523743,9.29665231704712,10.204904460907,10.7569149208069,11.1857906894684,11.5760537357331,0.9697560785881,0.0224849786632047,0.505841857861637,3.85888867578355
86,0086.dat,9.3383776728765,0.491096904687577,7.78085947036743,14.3366069793701,8.37793733596802,8.61795616149902,9.29499387741089,10.2043618202209,10.7572067832947,11.1873290557861,11.5758485078812,0.969682629841658,0.0225144400098375,0.50567120210229,3.85706060317724
87,0087.dat,9.33685033559414,0.4916569457506,7.77869749069214,14.3901214599609,8.37529046058655,8.61563310623169,9.29346799850464,10.2040374755859,10.7576063919067,11.1876144561768,11.5768228750229,0.969610067887338,0.0225434890307422,0.505487259410311,3.85522572078438
88,0088.dat,9.33531262743304,0.492221412617333,7.77652359008789,14.4467182159424,8.372693567276,8.61320834159851,9.29182577133179,10.2035679340363,10.7574209880829,11.1882145786286,11.5753405046463,0.969536997747293,0.0225727661709051,0.505312841070966,3.85339915630107
89,0089.dat,9.33373967099578,0.492797902321368,7.77430629730225,14.4493789672852,8.37014770507812,8.61076979637146,9.29013633728027,10.2030638694763,10.7579564476013,11.188643699646,11.5786323614121,0.969462240217623,0.0226026783640497,0.505139503837276,3.85159305121817
90,0090.dat,9.33217990778189,0.493371083405621,7.77210760116577,14.4341726303101,8.36772068023682,8.60843105316162,9.28852653503418,10.2024133682251,10.7581231880188,11.1893832292557,11.5789353971482,0.969388091878777,0.0226324028799235,0.504990178629332,3.84992648076892
91,0091.dat,9.33062699608809,0.493940325691488,7.76992321014404,14.4241647720337,8.36520195007324,8.60616397857666,9.28694581985474,10.2019642829895,10.7585713768005,11.1903763141632,11.5774197483063,0.96931425810251,0.0226619402944143,0.504843210798157,3.84829666780095
92,0092.dat,9.32908433548027,0.494505133272963,7.76775693893433,14.4170951843262,8.36283350944519,8.60374765396118,9.28528308868408,10.2015438079834,10.7595182418823,11.1910864505768,11.5789601898194,0.969240898915139,0.0226912612722549,0.504696986930688,3.84668353611582
93,0093.dat,9.32757147322968,0.495058632779686,7.76563692092896,14.4107522964478,8.36013083457947,8.60144190788269,9.2836856842041,10.2008618354797,10.7600731754303,11.1915122299194,11.5803942499161,0.969168944160333,0.0227199951599552,0.504570984904272,3.84518605210823
94,0094.dat,9.32608443758954,0.495602837331602,7.76355743408203,14.404821395874,8.3577052116394,8.59916453361511,9.28218173980713,10.2005648136139,10.7599219512939,11.1924906101227,11.5823194389343,0.969098204105364,0.0227482490629017,0.504454262032609,3.84375394112152
95,0095.dat,9.32457094218353,0.496156633048722,7.76144552230835,14.403525352478,8.35524718284607,8.59682655334473,9.28067779541016,10.200243139267,10.7600216579437,11.1921090908051,11.5815810909271,0.969026192160107,0.0227770010126554,0.504348956543262,3.84236712299215
96,0096.dat,9.32307896044313,0.496703085988942,7.75936794281006,14.4224843978882,8.3527836894989,8.59451875686645,9.27910614013672,10.1997626781464,10.7603998184204,11.1929572086335,11.5824392566681,0.968955189301433,0.0228053685319591,0.504257436231007,3.84105286111068
97,0097.dat,9.32162992228518,0.497234156490353,7.75735330581665,14.4380006790161,8.35035617828369,8.59237732887268,9.27754783630371,10.1991598129272,10.7598713874817,11.193314160347,11.5823654727936,0.968886216479738,0.0228329408776428,0.504171466496913,3.83980448020974
98,0098.dat,9.32018352590921,0.497764210635654,7.75534677505493,14.4490184783936,8.34801833152771,8.59015083312988,9.27607297897339,10.1984966754913,10.7601456165314,11.1945784797669,11.582260881424,0.968817357157053,0.0228604602084198,0.504098379505497,3.83861342720302
99,0099.dat,9.31869780633133,0.498307242168151,7.75329065322876,14.4494218826294,8.34578454971313,8.58781824111938,9.2745418548584,10.1978096485138,10.760109500885,11.1952829494477,11.5855008878708,0.968746615960928,0.0228886733058273,0.504018483447354,3.8374087655137
